10,"[{'x': 38, 'y': 68, 'size': 2}, {'x': 6, 'y': 88, 'size': 2}, {'x': 20, 'y': 93, 'size': 2}, {'x': 29, 'y': 100, 'size': 2}, {'x': 20, 'y': 173, 'size': 2}, {'x': 29, 'y': 219, 'size': 2}, {'x': 37, 'y': 246, 'size': 2}, {'x': 27, 'y': 301, 'size': 2}, {'x': 30, 'y': 370, 'size': 2}, {'x': 39, 'y': 373, 'size': 2}, {'x': 24, 'y': 390, 'size': 2}, {'x': 5, 'y': 410, 'size': 2}, {'x': 35, 'y': 412, 'size': 2}, {'x': 11, 'y': 467, 'size': 2}]"
11,"[{'x': 14, 'y': 79, 'size': 2}, {'x': 14, 'y': 85, 'size': 2}, {'x': 20, 'y': 101, 'size': 2}, {'x': 10, 'y': 120, 'size': 2}, {'x': 33, 'y': 136, 'size': 2}, {'x': 39, 'y': 190, 'size': 2}, {'x': 18, 'y': 195, 'size': 2}, {'x': 26, 'y': 334, 'size': 2}, {'x': 27, 'y': 342, 'size': 2}, {'x': 33, 'y': 358, 'size': 2}, {'x': 39, 'y': 371, 'size': 2}, {'x': 23, 'y': 420, 'size': 2}, {'x': 12, 'y': 440, 'size': 2}, {'x': 28, 'y': 463, 'size': 2}]"
12,"[{'x': 6, 'y': 84, 'size': 2}, {'x': 28, 'y': 92, 'size': 2}, {'x': 25, 'y': 103, 'size': 2}, {'x': 13, 'y': 152, 'size': 2}, {'x': 3, 'y': 172, 'size': 2}, {'x': 25, 'y': 178, 'size': 2}, {'x': 5, 'y': 191, 'size': 2}, {'x': 7, 'y': 318, 'size': 2}, {'x': 37, 'y': 321, 'size': 2}, {'x': 16, 'y': 322, 'size': 2}, {'x': 38, 'y': 366, 'size': 2}, {'x': 36, 'y': 381, 'size': 2}, {'x': 32, 'y': 424, 'size': 2}, {'x': 2, 'y': 456, 'size': 2}]"
13,"[{'x': 34, 'y': 68, 'size': 2}, {'x': 32, 'y': 88, 'size': 2}, {'x': 15, 'y': 96, 'size': 2}, {'x': 16, 'y': 138, 'size': 2}, {'x': 2, 'y': 161, 'size': 2}, {'x': 38, 'y': 218, 'size': 2}, {'x': 19, 'y': 238, 'size': 2}, {'x': 32, 'y': 351, 'size': 2}, {'x': 33, 'y': 352, 'size': 2}, {'x': 23, 'y': 380, 'size': 2}, {'x': 18, 'y': 411, 'size': 2}, {'x': 37, 'y': 435, 'size': 2}, {'x': 33, 'y': 436, 'size': 2}, {'x': 15, 'y': 463, 'size': 2}]"
14,"[{'x': 17, 'y': 70, 'size': 2}, {'x': 38, 'y': 73, 'size': 2}, {'x': 22, 'y': 81, 'size': 2}, {'x': 4, 'y': 104, 'size': 2}, {'x': 18, 'y': 120, 'size': 2}, {'x': 10, 'y': 124, 'size': 2}, {'x': 5, 'y': 153, 'size': 2}, {'x': 27, 'y': 306, 'size': 2}, {'x': 22, 'y': 336, 'size': 2}, {'x': 6, 'y': 342, 'size': 2}, {'x': 29, 'y': 437, 'size': 2}, {'x': 31, 'y': 451, 'size': 2}, {'x': 6, 'y': 458, 'size': 2}, {'x': 2, 'y': 460, 'size': 2}]"
15,"[{'x': 26, 'y': 112, 'size': 2}, {'x': 32, 'y': 127, 'size': 2}, {'x': 31, 'y': 159, 'size': 2}, {'x': 30, 'y': 180, 'size': 2}, {'x': 17, 'y': 184, 'size': 2}, {'x': 22, 'y': 196, 'size': 2}, {'x': 17, 'y': 221, 'size': 2}, {'x': 9, 'y': 297, 'size': 2}, {'x': 15, 'y': 309, 'size': 2}, {'x': 35, 'y': 338, 'size': 2}, {'x': 19, 'y': 419, 'size': 2}, {'x': 31, 'y': 421, 'size': 2}, {'x': 39, 'y': 455, 'size': 2}, {'x': 24, 'y': 468, 'size': 2}]"
16,"[{'x': 34, 'y': 112, 'size': 2}, {'x': 6, 'y': 128, 'size': 2}, {'x': 32, 'y': 133, 'size': 2}, {'x': 24, 'y': 133, 'size': 2}, {'x': 22, 'y': 153, 'size': 2}, {'x': 8, 'y': 181, 'size': 2}, {'x': 13, 'y': 220, 'size': 2}, {'x': 18, 'y': 299, 'size': 2}, {'x': 4, 'y': 326, 'size': 2}, {'x': 5, 'y': 332, 'size': 2}, {'x': 27, 'y': 342, 'size': 2}, {'x': 24, 'y': 351, 'size': 2}, {'x': 29, 'y': 397, 'size': 2}, {'x': 18, 'y': 453, 'size': 2}]"
17,"[{'x': 27, 'y': 80, 'size': 2}, {'x': 6, 'y': 85, 'size': 2}, {'x': 30, 'y': 112, 'size': 2}, {'x': 25, 'y': 143, 'size': 2}, {'x': 11, 'y': 206, 'size': 2}, {'x': 20, 'y': 212, 'size': 2}, {'x': 22, 'y': 223, 'size': 2}, {'x': 31, 'y': 299, 'size': 2}, {'x': 11, 'y': 354, 'size': 2}, {'x': 16, 'y': 358, 'size': 2}, {'x': 13, 'y': 407, 'size': 2}, {'x': 39, 'y': 413, 'size': 2}, {'x': 31, 'y': 413, 'size': 2}, {'x': 14, 'y': 420, 'size': 2}]"
18,"[{'x': 13, 'y': 73, 'size': 2}, {'x': 25, 'y': 103, 'size': 2}, {'x': 9, 'y': 107, 'size': 2}, {'x': 38, 'y': 146, 'size': 2}, {'x': 33, 'y': 169, 'size': 2}, {'x': 19, 'y': 196, 'size': 2}, {'x': 28, 'y': 245, 'size': 2}, {'x': 34, 'y': 291, 'size': 2}, {'x': 6, 'y': 305, 'size': 2}, {'x': 21, 'y': 331, 'size': 2}, {'x': 38, 'y': 363, 'size': 2}, {'x': 5, 'y': 372, 'size': 2}, {'x': 25, 'y': 437, 'size': 2}, {'x': 2, 'y': 461, 'size': 2}]"
19,"[{'x': 38, 'y': 105, 'size': 2}, {'x': 5, 'y': 115, 'size': 2}, {'x': 31, 'y': 158, 'size': 2}, {'x': 12, 'y': 175, 'size': 2}, {'x': 10, 'y': 198, 'size': 2}, {'x': 2, 'y': 202, 'size': 2}, {'x': 2, 'y': 203, 'size': 2}, {'x': 26, 'y': 330, 'size': 2}, {'x': 11, 'y': 349, 'size': 2}, {'x': 27, 'y': 378, 'size': 2}, {'x': 13, 'y': 406, 'size': 2}, {'x': 22, 'y': 408, 'size': 2}, {'x': 18, 'y': 449, 'size': 2}, {'x': 7, 'y': 462, 'size': 2}]"
20,"[{'x': 31, 'y': 82, 'size': 2}, {'x': 27, 'y': 89, 'size': 2}, {'x': 24, 'y': 99, 'size': 2}, {'x': 2, 'y': 127, 'size': 2}, {'x': 39, 'y': 191, 'size': 2}, {'x': 4, 'y': 212, 'size': 2}, {'x': 14, 'y': 233, 'size': 2}, {'x': 17, 'y': 293, 'size': 2}, {'x': 38, 'y': 326, 'size': 2}, {'x': 4, 'y': 435, 'size': 2}, {'x': 2, 'y': 453, 'size': 2}, {'x': 14, 'y': 454, 'size': 2}, {'x': 36, 'y': 455, 'size': 2}, {'x': 15, 'y': 465, 'size': 2}]"
21,"[{'x': 3, 'y': 94, 'size': 2}, {'x': 32, 'y': 125, 'size': 2}, {'x': 25, 'y': 137, 'size': 2}, {'x': 27, 'y': 162, 'size': 2}, {'x': 38, 'y': 179, 'size': 2}, {'x': 6, 'y': 235, 'size': 2}, {'x': 19, 'y': 241, 'size': 2}, {'x': 31, 'y': 308, 'size': 2}, {'x': 37, 'y': 321, 'size': 2}, {'x': 13, 'y': 329, 'size': 2}, {'x': 2, 'y': 345, 'size': 2}, {'x': 19, 'y': 380, 'size': 2}, {'x': 13, 'y': 405, 'size': 2}, {'x': 10, 'y': 422, 'size': 2}]"
22,"[{'x': 13, 'y': 70, 'size': 2}, {'x': 6, 'y': 123, 'size': 2}, {'x': 32, 'y': 127, 'size': 2}, {'x': 3, 'y': 131, 'size': 2}, {'x': 22, 'y': 148, 'size': 2}, {'x': 4, 'y': 152, 'size': 2}, {'x': 39, 'y': 154, 'size': 2}, {'x': 17, 'y': 289, 'size': 2}, {'x': 21, 'y': 322, 'size': 2}, {'x': 35, 'y': 345, 'size': 2}, {'x': 16, 'y': 356, 'size': 2}, {'x': 13, 'y': 408, 'size': 2}, {'x': 22, 'y': 409, 'size': 2}, {'x': 31, 'y': 459, 'size': 2}]"
23,"[{'x': 7, 'y': 92, 'size': 2}, {'x': 27, 'y': 120, 'size': 2}, {'x': 16, 'y': 137, 'size': 2}, {'x': 22, 'y': 186, 'size': 2}, {'x': 24, 'y': 207, 'size': 2}, {'x': 37, 'y': 210, 'size': 2}, {'x': 15, 'y': 241, 'size': 2}, {'x': 16, 'y': 316, 'size': 2}, {'x': 7, 'y': 316, 'size': 2}, {'x': 9, 'y': 332, 'size': 2}, {'x': 26, 'y': 334, 'size': 2}, {'x': 39, 'y': 375, 'size': 2}, {'x': 33, 'y': 395, 'size': 2}, {'x': 28, 'y': 468, 'size': 2}]"
24,"[{'x': 33, 'y': 103, 'size': 2}, {'x': 12, 'y': 105, 'size': 2}, {'x': 18, 'y': 111, 'size': 2}, {'x': 20, 'y': 171, 'size': 2}, {'x': 3, 'y': 173, 'size': 2}, {'x': 3, 'y': 211, 'size': 2}, {'x': 14, 'y': 229, 'size': 2}, {'x': 37, 'y': 320, 'size': 2}, {'x': 13, 'y': 327, 'size': 2}, {'x': 24, 'y': 353, 'size': 2}, {'x': 17, 'y': 365, 'size': 2}, {'x': 33, 'y': 395, 'size': 2}, {'x': 8, 'y': 403, 'size': 2}, {'x': 19, 'y': 417, 'size': 2}]"
25,"[{'x': 34, 'y': 113, 'size': 2}, {'x': 26, 'y': 116, 'size': 2}, {'x': 27, 'y': 122, 'size': 2}, {'x': 15, 'y': 161, 'size': 2}, {'x': 19, 'y': 166, 'size': 2}, {'x': 6, 'y': 204, 'size': 2}, {'x': 27, 'y': 238, 'size': 2}, {'x': 10, 'y': 302, 'size': 2}, {'x': 39, 'y': 331, 'size': 2}, {'x': 2, 'y': 339, 'size': 2}, {'x': 13, 'y': 369, 'size': 2}, {'x': 37, 'y': 392, 'size': 2}, {'x': 8, 'y': 434, 'size': 2}, {'x': 21, 'y': 436, 'size': 2}]"
26,"[{'x': 3, 'y': 98, 'size': 2}, {'x': 34, 'y': 183, 'size': 2}, {'x': 22, 'y': 195, 'size': 2}, {'x': 36, 'y': 201, 'size': 2}, {'x': 7, 'y': 206, 'size': 2}, {'x': 15, 'y': 242, 'size': 2}, {'x': 36, 'y': 245, 'size': 2}, {'x': 4, 'y': 321, 'size': 2}, {'x': 21, 'y': 323, 'size': 2}, {'x': 13, 'y': 328, 'size': 2}, {'x': 39, 'y': 377, 'size': 2}, {'x': 6, 'y': 382, 'size': 2}, {'x': 27, 'y': 383, 'size': 2}, {'x': 34, 'y': 443, 'size': 2}]"
27,"[{'x': 23, 'y': 84, 'size': 2}, {'x': 6, 'y': 84, 'size': 2}, {'x': 25, 'y': 110, 'size': 2}, {'x': 15, 'y': 162, 'size': 2}, {'x': 28, 'y': 211, 'size': 2}, {'x': 8, 'y': 221, 'size': 2}, {'x': 27, 'y': 238, 'size': 2}, {'x': 16, 'y': 320, 'size': 2}, {'x': 31, 'y': 337, 'size': 2}, {'x': 31, 'y': 412, 'size': 2}, {'x': 25, 'y': 437, 'size': 2}, {'x': 10, 'y': 451, 'size': 2}, {'x': 36, 'y': 453, 'size': 2}, {'x': 36, 'y': 461, 'size': 2}]"
28,"[{'x': 22, 'y': 78, 'size': 2}, {'x': 27, 'y': 125, 'size': 2}, {'x': 14, 'y': 125, 'size': 2}, {'x': 32, 'y': 130, 'size': 2}, {'x': 36, 'y': 165, 'size': 2}, {'x': 38, 'y': 183, 'size': 2}, {'x': 28, 'y': 246, 'size': 2}, {'x': 9, 'y': 297, 'size': 2}, {'x': 14, 'y': 338, 'size': 2}, {'x': 17, 'y': 364, 'size': 2}, {'x': 9, 'y': 372, 'size': 2}, {'x': 4, 'y': 399, 'size': 2}, {'x': 23, 'y': 418, 'size': 2}, {'x': 37, 'y': 467, 'size': 2}]"
29,"[{'x': 25, 'y': 104, 'size': 2}, {'x': 24, 'y': 135, 'size': 2}, {'x': 29, 'y': 141, 'size': 2}, {'x': 12, 'y': 144, 'size': 2}, {'x': 9, 'y': 150, 'size': 2}, {'x': 27, 'y': 199, 'size': 2}, {'x': 10, 'y': 200, 'size': 2}, {'x': 35, 'y': 299, 'size': 2}, {'x': 34, 'y': 329, 'size': 2}, {'x': 19, 'y': 350, 'size': 2}, {'x': 22, 'y': 365, 'size': 2}, {'x': 4, 'y': 404, 'size': 2}, {'x': 19, 'y': 422, 'size': 2}, {'x': 9, 'y': 453, 'size': 2}]"
30,"[{'x': 30, 'y': 76, 'size': 2}, {'x': 39, 'y': 156, 'size': 2}, {'x': 33, 'y': 173, 'size': 2}, {'x': 29, 'y': 182, 'size': 2}, {'x': 11, 'y': 204, 'size': 2}, {'x': 37, 'y': 211, 'size': 2}, {'x': 6, 'y': 232, 'size': 2}, {'x': 10, 'y': 341, 'size': 2}, {'x': 30, 'y': 370, 'size': 2}, {'x': 26, 'y': 372, 'size': 2}, {'x': 6, 'y': 426, 'size': 2}, {'x': 36, 'y': 426, 'size': 2}, {'x': 12, 'y': 436, 'size': 2}, {'x': 19, 'y': 456, 'size': 2}]"
31,"[{'x': 24, 'y': 88, 'size': 2}, {'x': 28, 'y': 95, 'size': 2}, {'x': 38, 'y': 141, 'size': 2}, {'x': 13, 'y': 147, 'size': 2}, {'x': 30, 'y': 148, 'size': 2}, {'x': 4, 'y': 178, 'size': 2}, {'x': 9, 'y': 192, 'size': 2}, {'x': 30, 'y': 369, 'size': 2}, {'x': 26, 'y': 375, 'size': 2}, {'x': 28, 'y': 385, 'size': 2}, {'x': 32, 'y': 424, 'size': 2}, {'x': 5, 'y': 449, 'size': 2}, {'x': 23, 'y': 459, 'size': 2}, {'x': 3, 'y': 467, 'size': 2}]"
32,"[{'x': 22, 'y': 192, 'size': 2}, {'x': 18, 'y': 194, 'size': 2}, {'x': 16, 'y': 214, 'size': 2}, {'x': 33, 'y': 216, 'size': 2}, {'x': 18, 'y': 227, 'size': 2}, {'x': 14, 'y': 234, 'size': 2}, {'x': 7, 'y': 243, 'size': 2}, {'x': 31, 'y': 299, 'size': 2}, {'x': 8, 'y': 324, 'size': 2}, {'x': 27, 'y': 343, 'size': 2}, {'x': 12, 'y': 358, 'size': 2}, {'x': 29, 'y': 363, 'size': 2}, {'x': 12, 'y': 363, 'size': 2}, {'x': 2, 'y': 427, 'size': 2}]"
33,"[{'x': 21, 'y': 70, 'size': 2}, {'x': 24, 'y': 96, 'size': 2}, {'x': 24, 'y': 133, 'size': 2}, {'x': 16, 'y': 216, 'size': 2}, {'x': 8, 'y': 220, 'size': 2}, {'x': 22, 'y': 226, 'size': 2}, {'x': 39, 'y': 230, 'size': 2}, {'x': 10, 'y': 302, 'size': 2}, {'x': 3, 'y': 311, 'size': 2}, {'x': 9, 'y': 337, 'size': 2}, {'x': 30, 'y': 442, 'size': 2}, {'x': 39, 'y': 446, 'size': 2}, {'x': 22, 'y': 449, 'size': 2}, {'x': 2, 'y': 460, 'size': 2}]"
34,"[{'x': 25, 'y': 69, 'size': 2}, {'x': 18, 'y': 75, 'size': 2}, {'x': 23, 'y': 86, 'size': 2}, {'x': 29, 'y': 145, 'size': 2}, {'x': 5, 'y': 188, 'size': 2}, {'x': 29, 'y': 210, 'size': 2}, {'x': 36, 'y': 245, 'size': 2}, {'x': 20, 'y': 317, 'size': 2}, {'x': 15, 'y': 351, 'size': 2}, {'x': 6, 'y': 380, 'size': 2}, {'x': 20, 'y': 398, 'size': 2}, {'x': 10, 'y': 411, 'size': 2}, {'x': 8, 'y': 435, 'size': 2}, {'x': 31, 'y': 455, 'size': 2}]"
35,"[{'x': 34, 'y': 74, 'size': 2}, {'x': 39, 'y': 80, 'size': 2}, {'x': 18, 'y': 119, 'size': 2}, {'x': 35, 'y': 153, 'size': 2}, {'x': 23, 'y': 155, 'size': 2}, {'x': 38, 'y': 185, 'size': 2}, {'x': 14, 'y': 197, 'size': 2}, {'x': 7, 'y': 313, 'size': 2}, {'x': 18, 'y': 333, 'size': 2}, {'x': 13, 'y': 334, 'size': 2}, {'x': 22, 'y': 370, 'size': 2}, {'x': 19, 'y': 417, 'size': 2}, {'x': 24, 'y': 427, 'size': 2}, {'x': 10, 'y': 450, 'size': 2}]"
36,"[{'x': 26, 'y': 72, 'size': 2}, {'x': 24, 'y': 96, 'size': 2}, {'x': 29, 'y': 104, 'size': 2}, {'x': 10, 'y': 120, 'size': 2}, {'x': 4, 'y': 141, 'size': 2}, {'x': 9, 'y': 149, 'size': 2}, {'x': 9, 'y': 227, 'size': 2}, {'x': 14, 'y': 374, 'size': 2}, {'x': 32, 'y': 387, 'size': 2}, {'x': 17, 'y': 401, 'size': 2}, {'x': 35, 'y': 407, 'size': 2}, {'x': 28, 'y': 425, 'size': 2}, {'x': 8, 'y': 433, 'size': 2}, {'x': 25, 'y': 436, 'size': 2}]"
37,"[{'x': 17, 'y': 70, 'size': 2}, {'x': 17, 'y': 73, 'size': 2}, {'x': 2, 'y': 91, 'size': 2}, {'x': 23, 'y': 92, 'size': 2}, {'x': 16, 'y': 99, 'size': 2}, {'x': 13, 'y': 184, 'size': 2}, {'x': 9, 'y': 189, 'size': 2}, {'x': 15, 'y': 312, 'size': 2}, {'x': 17, 'y': 329, 'size': 2}, {'x': 32, 'y': 351, 'size': 2}, {'x': 20, 'y': 391, 'size': 2}, {'x': 5, 'y': 406, 'size': 2}, {'x': 20, 'y': 433, 'size': 2}, {'x': 29, 'y': 433, 'size': 2}]"
38,"[{'x': 30, 'y': 71, 'size': 2}, {'x': 20, 'y': 93, 'size': 2}, {'x': 8, 'y': 99, 'size': 2}, {'x': 13, 'y': 108, 'size': 2}, {'x': 21, 'y': 147, 'size': 2}, {'x': 20, 'y': 205, 'size': 2}, {'x': 11, 'y': 243, 'size': 2}, {'x': 29, 'y': 288, 'size': 2}, {'x': 26, 'y': 299, 'size': 2}, {'x': 29, 'y': 354, 'size': 2}, {'x': 29, 'y': 395, 'size': 2}, {'x': 38, 'y': 401, 'size': 2}, {'x': 25, 'y': 403, 'size': 2}, {'x': 8, 'y': 430, 'size': 2}]"
39,"[{'x': 4, 'y': 68, 'size': 2}, {'x': 22, 'y': 73, 'size': 2}, {'x': 17, 'y': 109, 'size': 2}, {'x': 22, 'y': 112, 'size': 2}, {'x': 27, 'y': 120, 'size': 2}, {'x': 6, 'y': 233, 'size': 2}, {'x': 32, 'y': 239, 'size': 2}, {'x': 14, 'y': 333, 'size': 2}, {'x': 8, 'y': 365, 'size': 2}, {'x': 20, 'y': 393, 'size': 2}, {'x': 35, 'y': 414, 'size': 2}, {'x': 18, 'y': 414, 'size': 2}, {'x': 10, 'y': 415, 'size': 2}, {'x': 18, 'y': 451, 'size': 2}]"
40,"[{'x': 34, 'y': 76, 'size': 2}, {'x': 23, 'y': 82, 'size': 2}, {'x': 34, 'y': 150, 'size': 2}, {'x': 35, 'y': 157, 'size': 2}, {'x': 23, 'y': 201, 'size': 2}, {'x': 7, 'y': 207, 'size': 2}, {'x': 24, 'y': 209, 'size': 2}, {'x': 31, 'y': 341, 'size': 2}, {'x': 32, 'y': 345, 'size': 2}, {'x': 26, 'y': 373, 'size': 2}, {'x': 14, 'y': 377, 'size': 2}, {'x': 32, 'y': 388, 'size': 2}, {'x': 2, 'y': 425, 'size': 2}, {'x': 21, 'y': 443, 'size': 2}]"
41,"[{'x': 14, 'y': 75, 'size': 2}, {'x': 19, 'y': 88, 'size': 2}, {'x': 5, 'y': 142, 'size': 2}, {'x': 15, 'y': 206, 'size': 2}, {'x': 18, 'y': 230, 'size': 2}, {'x': 10, 'y': 232, 'size': 2}, {'x': 22, 'y': 234, 'size': 2}, {'x': 28, 'y': 348, 'size': 2}, {'x': 9, 'y': 372, 'size': 2}, {'x': 26, 'y': 374, 'size': 2}, {'x': 32, 'y': 382, 'size': 2}, {'x': 10, 'y': 382, 'size': 2}, {'x': 29, 'y': 399, 'size': 2}, {'x': 13, 'y': 445, 'size': 2}]"
42,"[{'x': 10, 'y': 85, 'size': 2}, {'x': 19, 'y': 127, 'size': 2}, {'x': 2, 'y': 160, 'size': 2}, {'x': 36, 'y': 165, 'size': 2}, {'x': 21, 'y': 182, 'size': 2}, {'x': 4, 'y': 182, 'size': 2}, {'x': 5, 'y': 190, 'size': 2}, {'x': 11, 'y': 313, 'size': 2}, {'x': 33, 'y': 317, 'size': 2}, {'x': 3, 'y': 352, 'size': 2}, {'x': 5, 'y': 370, 'size': 2}, {'x': 7, 'y': 426, 'size': 2}, {'x': 13, 'y': 444, 'size': 2}, {'x': 14, 'y': 455, 'size': 2}]"
43,"[{'x': 9, 'y': 116, 'size': 2}, {'x': 39, 'y': 120, 'size': 2}, {'x': 7, 'y': 133, 'size': 2}, {'x': 29, 'y': 180, 'size': 2}, {'x': 2, 'y': 199, 'size': 2}, {'x': 34, 'y': 222, 'size': 2}, {'x': 38, 'y': 223, 'size': 2}, {'x': 39, 'y': 297, 'size': 2}, {'x': 10, 'y': 304, 'size': 2}, {'x': 3, 'y': 320, 'size': 2}, {'x': 34, 'y': 330, 'size': 2}, {'x': 18, 'y': 380, 'size': 2}, {'x': 38, 'y': 443, 'size': 2}, {'x': 22, 'y': 455, 'size': 2}]"
