10,"[{'x': 5, 'y': 75, 'size': 2}, {'x': 31, 'y': 83, 'size': 2}, {'x': 27, 'y': 121, 'size': 2}, {'x': 10, 'y': 122, 'size': 2}, {'x': 3, 'y': 135, 'size': 2}, {'x': 9, 'y': 149, 'size': 2}, {'x': 38, 'y': 149, 'size': 2}, {'x': 7, 'y': 165, 'size': 2}, {'x': 36, 'y': 167, 'size': 2}, {'x': 8, 'y': 172, 'size': 2}, {'x': 18, 'y': 190, 'size': 2}, {'x': 3, 'y': 211, 'size': 2}, {'x': 29, 'y': 217, 'size': 2}, {'x': 13, 'y': 227, 'size': 2}, {'x': 10, 'y': 237, 'size': 2}, {'x': 33, 'y': 318, 'size': 2}, {'x': 20, 'y': 319, 'size': 2}, {'x': 12, 'y': 324, 'size': 2}, {'x': 27, 'y': 343, 'size': 2}, {'x': 2, 'y': 349, 'size': 2}, {'x': 15, 'y': 352, 'size': 2}, {'x': 24, 'y': 353, 'size': 2}, {'x': 19, 'y': 376, 'size': 2}, {'x': 6, 'y': 380, 'size': 2}, {'x': 16, 'y': 392, 'size': 2}, {'x': 38, 'y': 404, 'size': 2}, {'x': 19, 'y': 417, 'size': 2}, {'x': 11, 'y': 421, 'size': 2}, {'x': 17, 'y': 440, 'size': 2}, {'x': 29, 'y': 441, 'size': 2}]"
11,"[{'x': 26, 'y': 71, 'size': 2}, {'x': 19, 'y': 93, 'size': 2}, {'x': 19, 'y': 121, 'size': 2}, {'x': 16, 'y': 138, 'size': 2}, {'x': 22, 'y': 156, 'size': 2}, {'x': 29, 'y': 173, 'size': 2}, {'x': 4, 'y': 181, 'size': 2}, {'x': 30, 'y': 190, 'size': 2}, {'x': 5, 'y': 191, 'size': 2}, {'x': 33, 'y': 215, 'size': 2}, {'x': 8, 'y': 220, 'size': 2}, {'x': 39, 'y': 229, 'size': 2}, {'x': 14, 'y': 233, 'size': 2}, {'x': 35, 'y': 234, 'size': 2}, {'x': 28, 'y': 239, 'size': 2}, {'x': 38, 'y': 292, 'size': 2}, {'x': 27, 'y': 302, 'size': 2}, {'x': 11, 'y': 311, 'size': 2}, {'x': 39, 'y': 373, 'size': 2}, {'x': 19, 'y': 385, 'size': 2}, {'x': 3, 'y': 390, 'size': 2}, {'x': 20, 'y': 391, 'size': 2}, {'x': 38, 'y': 402, 'size': 2}, {'x': 26, 'y': 408, 'size': 2}, {'x': 18, 'y': 411, 'size': 2}, {'x': 39, 'y': 411, 'size': 2}, {'x': 5, 'y': 412, 'size': 2}, {'x': 36, 'y': 424, 'size': 2}, {'x': 7, 'y': 424, 'size': 2}, {'x': 10, 'y': 458, 'size': 2}]"
12,"[{'x': 4, 'y': 68, 'size': 2}, {'x': 37, 'y': 98, 'size': 2}, {'x': 26, 'y': 110, 'size': 2}, {'x': 33, 'y': 137, 'size': 2}, {'x': 12, 'y': 144, 'size': 2}, {'x': 8, 'y': 144, 'size': 2}, {'x': 14, 'y': 153, 'size': 2}, {'x': 10, 'y': 160, 'size': 2}, {'x': 12, 'y': 176, 'size': 2}, {'x': 8, 'y': 182, 'size': 2}, {'x': 34, 'y': 185, 'size': 2}, {'x': 22, 'y': 190, 'size': 2}, {'x': 38, 'y': 221, 'size': 2}, {'x': 31, 'y': 238, 'size': 2}, {'x': 12, 'y': 246, 'size': 2}, {'x': 23, 'y': 306, 'size': 2}, {'x': 2, 'y': 307, 'size': 2}, {'x': 27, 'y': 308, 'size': 2}, {'x': 16, 'y': 319, 'size': 2}, {'x': 23, 'y': 340, 'size': 2}, {'x': 6, 'y': 347, 'size': 2}, {'x': 15, 'y': 348, 'size': 2}, {'x': 31, 'y': 379, 'size': 2}, {'x': 35, 'y': 380, 'size': 2}, {'x': 2, 'y': 386, 'size': 2}, {'x': 20, 'y': 400, 'size': 2}, {'x': 17, 'y': 403, 'size': 2}, {'x': 9, 'y': 449, 'size': 2}, {'x': 14, 'y': 453, 'size': 2}, {'x': 35, 'y': 454, 'size': 2}]"
13,"[{'x': 5, 'y': 84, 'size': 2}, {'x': 8, 'y': 103, 'size': 2}, {'x': 33, 'y': 105, 'size': 2}, {'x': 18, 'y': 111, 'size': 2}, {'x': 11, 'y': 128, 'size': 2}, {'x': 32, 'y': 129, 'size': 2}, {'x': 7, 'y': 135, 'size': 2}, {'x': 28, 'y': 169, 'size': 2}, {'x': 33, 'y': 170, 'size': 2}, {'x': 21, 'y': 178, 'size': 2}, {'x': 17, 'y': 182, 'size': 2}, {'x': 3, 'y': 213, 'size': 2}, {'x': 12, 'y': 215, 'size': 2}, {'x': 32, 'y': 240, 'size': 2}, {'x': 36, 'y': 240, 'size': 2}, {'x': 17, 'y': 291, 'size': 2}, {'x': 30, 'y': 299, 'size': 2}, {'x': 18, 'y': 301, 'size': 2}, {'x': 15, 'y': 311, 'size': 2}, {'x': 6, 'y': 344, 'size': 2}, {'x': 39, 'y': 374, 'size': 2}, {'x': 5, 'y': 377, 'size': 2}, {'x': 7, 'y': 388, 'size': 2}, {'x': 34, 'y': 407, 'size': 2}, {'x': 18, 'y': 411, 'size': 2}, {'x': 10, 'y': 416, 'size': 2}, {'x': 10, 'y': 422, 'size': 2}, {'x': 3, 'y': 432, 'size': 2}, {'x': 24, 'y': 432, 'size': 2}, {'x': 28, 'y': 465, 'size': 2}]"
14,"[{'x': 31, 'y': 86, 'size': 2}, {'x': 24, 'y': 91, 'size': 2}, {'x': 37, 'y': 98, 'size': 2}, {'x': 37, 'y': 100, 'size': 2}, {'x': 20, 'y': 132, 'size': 2}, {'x': 25, 'y': 138, 'size': 2}, {'x': 22, 'y': 153, 'size': 2}, {'x': 14, 'y': 154, 'size': 2}, {'x': 14, 'y': 160, 'size': 2}, {'x': 23, 'y': 164, 'size': 2}, {'x': 11, 'y': 165, 'size': 2}, {'x': 13, 'y': 187, 'size': 2}, {'x': 18, 'y': 192, 'size': 2}, {'x': 11, 'y': 210, 'size': 2}, {'x': 8, 'y': 212, 'size': 2}, {'x': 38, 'y': 334, 'size': 2}, {'x': 30, 'y': 368, 'size': 2}, {'x': 17, 'y': 372, 'size': 2}, {'x': 39, 'y': 376, 'size': 2}, {'x': 36, 'y': 383, 'size': 2}, {'x': 35, 'y': 411, 'size': 2}, {'x': 26, 'y': 412, 'size': 2}, {'x': 35, 'y': 414, 'size': 2}, {'x': 6, 'y': 419, 'size': 2}, {'x': 3, 'y': 427, 'size': 2}, {'x': 37, 'y': 432, 'size': 2}, {'x': 26, 'y': 445, 'size': 2}, {'x': 30, 'y': 446, 'size': 2}, {'x': 14, 'y': 448, 'size': 2}, {'x': 18, 'y': 454, 'size': 2}]"
15,"[{'x': 13, 'y': 71, 'size': 2}, {'x': 5, 'y': 72, 'size': 2}, {'x': 24, 'y': 95, 'size': 2}, {'x': 20, 'y': 99, 'size': 2}, {'x': 34, 'y': 105, 'size': 2}, {'x': 27, 'y': 128, 'size': 2}, {'x': 25, 'y': 145, 'size': 2}, {'x': 29, 'y': 175, 'size': 2}, {'x': 3, 'y': 177, 'size': 2}, {'x': 33, 'y': 179, 'size': 2}, {'x': 23, 'y': 198, 'size': 2}, {'x': 16, 'y': 214, 'size': 2}, {'x': 25, 'y': 215, 'size': 2}, {'x': 38, 'y': 220, 'size': 2}, {'x': 9, 'y': 226, 'size': 2}, {'x': 11, 'y': 311, 'size': 2}, {'x': 39, 'y': 333, 'size': 2}, {'x': 22, 'y': 337, 'size': 2}, {'x': 5, 'y': 338, 'size': 2}, {'x': 2, 'y': 345, 'size': 2}, {'x': 15, 'y': 346, 'size': 2}, {'x': 21, 'y': 367, 'size': 2}, {'x': 7, 'y': 387, 'size': 2}, {'x': 20, 'y': 392, 'size': 2}, {'x': 8, 'y': 399, 'size': 2}, {'x': 21, 'y': 403, 'size': 2}, {'x': 29, 'y': 440, 'size': 2}, {'x': 5, 'y': 446, 'size': 2}, {'x': 39, 'y': 453, 'size': 2}, {'x': 35, 'y': 457, 'size': 2}]"
16,"[{'x': 18, 'y': 78, 'size': 2}, {'x': 24, 'y': 97, 'size': 2}, {'x': 4, 'y': 101, 'size': 2}, {'x': 26, 'y': 111, 'size': 2}, {'x': 30, 'y': 113, 'size': 2}, {'x': 35, 'y': 115, 'size': 2}, {'x': 33, 'y': 135, 'size': 2}, {'x': 4, 'y': 142, 'size': 2}, {'x': 13, 'y': 146, 'size': 2}, {'x': 13, 'y': 147, 'size': 2}, {'x': 6, 'y': 162, 'size': 2}, {'x': 11, 'y': 172, 'size': 2}, {'x': 20, 'y': 177, 'size': 2}, {'x': 8, 'y': 218, 'size': 2}, {'x': 18, 'y': 233, 'size': 2}, {'x': 22, 'y': 297, 'size': 2}, {'x': 12, 'y': 324, 'size': 2}, {'x': 35, 'y': 327, 'size': 2}, {'x': 9, 'y': 331, 'size': 2}, {'x': 35, 'y': 336, 'size': 2}, {'x': 6, 'y': 342, 'size': 2}, {'x': 19, 'y': 345, 'size': 2}, {'x': 17, 'y': 403, 'size': 2}, {'x': 34, 'y': 404, 'size': 2}, {'x': 13, 'y': 404, 'size': 2}, {'x': 26, 'y': 408, 'size': 2}, {'x': 15, 'y': 427, 'size': 2}, {'x': 16, 'y': 429, 'size': 2}, {'x': 20, 'y': 433, 'size': 2}, {'x': 12, 'y': 438, 'size': 2}]"
17,"[{'x': 33, 'y': 101, 'size': 2}, {'x': 39, 'y': 115, 'size': 2}, {'x': 23, 'y': 126, 'size': 2}, {'x': 7, 'y': 134, 'size': 2}, {'x': 24, 'y': 134, 'size': 2}, {'x': 8, 'y': 142, 'size': 2}, {'x': 22, 'y': 153, 'size': 2}, {'x': 24, 'y': 170, 'size': 2}, {'x': 4, 'y': 175, 'size': 2}, {'x': 25, 'y': 183, 'size': 2}, {'x': 10, 'y': 194, 'size': 2}, {'x': 15, 'y': 208, 'size': 2}, {'x': 31, 'y': 232, 'size': 2}, {'x': 31, 'y': 235, 'size': 2}, {'x': 31, 'y': 238, 'size': 2}, {'x': 3, 'y': 308, 'size': 2}, {'x': 2, 'y': 312, 'size': 2}, {'x': 4, 'y': 321, 'size': 2}, {'x': 26, 'y': 337, 'size': 2}, {'x': 36, 'y': 349, 'size': 2}, {'x': 37, 'y': 358, 'size': 2}, {'x': 38, 'y': 361, 'size': 2}, {'x': 2, 'y': 379, 'size': 2}, {'x': 5, 'y': 405, 'size': 2}, {'x': 11, 'y': 427, 'size': 2}, {'x': 12, 'y': 432, 'size': 2}, {'x': 33, 'y': 434, 'size': 2}, {'x': 13, 'y': 439, 'size': 2}, {'x': 9, 'y': 445, 'size': 2}, {'x': 20, 'y': 464, 'size': 2}]"
18,"[{'x': 21, 'y': 68, 'size': 2}, {'x': 38, 'y': 69, 'size': 2}, {'x': 9, 'y': 73, 'size': 2}, {'x': 39, 'y': 76, 'size': 2}, {'x': 5, 'y': 83, 'size': 2}, {'x': 24, 'y': 96, 'size': 2}, {'x': 17, 'y': 144, 'size': 2}, {'x': 17, 'y': 146, 'size': 2}, {'x': 14, 'y': 159, 'size': 2}, {'x': 37, 'y': 176, 'size': 2}, {'x': 21, 'y': 182, 'size': 2}, {'x': 9, 'y': 187, 'size': 2}, {'x': 6, 'y': 235, 'size': 2}, {'x': 23, 'y': 239, 'size': 2}, {'x': 20, 'y': 244, 'size': 2}, {'x': 18, 'y': 301, 'size': 2}, {'x': 10, 'y': 301, 'size': 2}, {'x': 29, 'y': 326, 'size': 2}, {'x': 13, 'y': 329, 'size': 2}, {'x': 31, 'y': 345, 'size': 2}, {'x': 14, 'y': 346, 'size': 2}, {'x': 11, 'y': 349, 'size': 2}, {'x': 35, 'y': 378, 'size': 2}, {'x': 6, 'y': 381, 'size': 2}, {'x': 37, 'y': 394, 'size': 2}, {'x': 25, 'y': 395, 'size': 2}, {'x': 8, 'y': 397, 'size': 2}, {'x': 3, 'y': 428, 'size': 2}, {'x': 12, 'y': 431, 'size': 2}, {'x': 12, 'y': 436, 'size': 2}]"
19,"[{'x': 30, 'y': 73, 'size': 2}, {'x': 5, 'y': 77, 'size': 2}, {'x': 6, 'y': 87, 'size': 2}, {'x': 19, 'y': 90, 'size': 2}, {'x': 20, 'y': 130, 'size': 2}, {'x': 26, 'y': 148, 'size': 2}, {'x': 25, 'y': 149, 'size': 2}, {'x': 6, 'y': 164, 'size': 2}, {'x': 11, 'y': 171, 'size': 2}, {'x': 39, 'y': 197, 'size': 2}, {'x': 15, 'y': 207, 'size': 2}, {'x': 37, 'y': 212, 'size': 2}, {'x': 5, 'y': 226, 'size': 2}, {'x': 31, 'y': 235, 'size': 2}, {'x': 10, 'y': 236, 'size': 2}, {'x': 8, 'y': 290, 'size': 2}, {'x': 23, 'y': 303, 'size': 2}, {'x': 29, 'y': 315, 'size': 2}, {'x': 20, 'y': 316, 'size': 2}, {'x': 11, 'y': 316, 'size': 2}, {'x': 17, 'y': 326, 'size': 2}, {'x': 38, 'y': 329, 'size': 2}, {'x': 23, 'y': 338, 'size': 2}, {'x': 21, 'y': 366, 'size': 2}, {'x': 2, 'y': 378, 'size': 2}, {'x': 23, 'y': 380, 'size': 2}, {'x': 25, 'y': 396, 'size': 2}, {'x': 5, 'y': 410, 'size': 2}, {'x': 3, 'y': 428, 'size': 2}, {'x': 17, 'y': 444, 'size': 2}]"
20,"[{'x': 28, 'y': 93, 'size': 2}, {'x': 19, 'y': 95, 'size': 2}, {'x': 17, 'y': 105, 'size': 2}, {'x': 21, 'y': 109, 'size': 2}, {'x': 22, 'y': 113, 'size': 2}, {'x': 19, 'y': 124, 'size': 2}, {'x': 25, 'y': 142, 'size': 2}, {'x': 26, 'y': 151, 'size': 2}, {'x': 10, 'y': 165, 'size': 2}, {'x': 3, 'y': 166, 'size': 2}, {'x': 11, 'y': 175, 'size': 2}, {'x': 14, 'y': 196, 'size': 2}, {'x': 17, 'y': 227, 'size': 2}, {'x': 26, 'y': 228, 'size': 2}, {'x': 20, 'y': 248, 'size': 2}, {'x': 11, 'y': 311, 'size': 2}, {'x': 11, 'y': 314, 'size': 2}, {'x': 31, 'y': 336, 'size': 2}, {'x': 35, 'y': 339, 'size': 2}, {'x': 19, 'y': 344, 'size': 2}, {'x': 7, 'y': 353, 'size': 2}, {'x': 7, 'y': 356, 'size': 2}, {'x': 29, 'y': 359, 'size': 2}, {'x': 12, 'y': 399, 'size': 2}, {'x': 26, 'y': 410, 'size': 2}, {'x': 22, 'y': 410, 'size': 2}, {'x': 28, 'y': 425, 'size': 2}, {'x': 29, 'y': 432, 'size': 2}, {'x': 26, 'y': 446, 'size': 2}, {'x': 36, 'y': 463, 'size': 2}]"
